Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
21-02-2016,21,February,2016,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
19-12-2013,19,December,2013,19,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,843,531,1374
19-12-2015,19,December,2015,19,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
15-10-2013,15,October,2013,57,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
15-10-2015,15,October,2015,57,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
25-10-2013,25,October,2013,23,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
25-10-2015,25,October,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
31-05-2014,31,May,2014,24,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
31-05-2016,31,May,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
24-07-2014,24,July,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
24-07-2016,24,July,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,159,118,277
15-06-2014,15,June,2014,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,714,590,1304
15-06-2016,15,June,2016,25,Young Adults (25-34),M,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,714,590,1304
06-07-2014,6,July,2014,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,671,531,1202
06-07-2016,6,July,2016,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,746,590,1336
11-11-2013,11,November,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
11-11-2015,11,November,2015,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
13-11-2013,13,November,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
13-11-2015,13,November,2015,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
03-04-2014,3,April,2014,37,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
03-04-2016,3,April,2016,37,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
29-08-2013,29,August,2013,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
29-08-2015,29,August,2015,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
07-02-2014,7,February,2014,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
07-02-2016,7,February,2016,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
05-11-2013,5,November,2013,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
05-11-2015,5,November,2015,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
22-05-2014,22,May,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
22-05-2016,22,May,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
23-07-2014,23,July,2014,44,Adults (35-64),F,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
23-07-2016,23,July,2016,44,Adults (35-64),F,Australia,South Australia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
03-10-2013,3,October,2013,51,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
03-10-2015,3,October,2015,51,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
15-11-2013,15,November,2013,64,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
15-11-2015,15,November,2015,64,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
08-12-2013,8,December,2013,55,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
08-12-2015,8,December,2015,55,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
10-05-2014,10,May,2014,52,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
10-05-2016,10,May,2016,52,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1065,649,1714
26-12-2013,26,December,2013,43,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
26-12-2015,26,December,2015,43,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
17-03-2014,17,March,2014,54,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
17-03-2016,17,March,2016,54,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
28-04-2014,28,April,2014,24,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,655,413,1068
28-04-2016,28,April,2016,24,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
13-02-2014,13,February,2014,63,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
13-02-2016,13,February,2016,63,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
04-10-2013,4,October,2013,33,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,889,590,1479
04-10-2015,4,October,2015,33,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,978,649,1627
03-05-2014,3,May,2014,20,Youth (<25),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
03-05-2016,3,May,2016,20,Youth (<25),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
12-07-2014,12,July,2014,20,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
12-07-2016,12,July,2016,20,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
18-02-2014,18,February,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
18-02-2016,18,February,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
01-06-2014,1,June,2014,37,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,533,472,1005
01-06-2016,1,June,2016,37,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,466,413,879
12-08-2013,12,August,2013,60,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,149,118,267
12-08-2015,12,August,2015,60,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
17-03-2014,17,March,2014,58,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
17-03-2016,17,March,2016,58,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
17-05-2014,17,May,2014,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
17-05-2016,17,May,2016,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
11-04-2014,11,April,2014,28,Young Adults (25-34),F,Germany,Bayern,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
11-04-2016,11,April,2016,28,Young Adults (25-34),F,Germany,Bayern,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,394,236,630
19-12-2013,19,December,2013,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
19-12-2015,19,December,2015,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
26-01-2014,26,January,2014,30,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,200,177,377
26-01-2016,26,January,2016,30,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,266,236,502
23-08-2013,23,August,2013,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
23-08-2015,23,August,2015,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
19-02-2014,19,February,2014,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
19-02-2016,19,February,2016,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
19-09-2013,19,September,2013,37,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
19-09-2015,19,September,2015,37,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
07-12-2013,7,December,2013,45,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,389,295,684
07-12-2015,7,December,2015,45,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,155,118,273
24-11-2013,24,November,2013,33,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
24-11-2015,24,November,2015,33,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
28-01-2014,28,January,2014,36,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
28-01-2016,28,January,2016,36,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
15-10-2013,15,October,2013,35,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
15-10-2015,15,October,2015,35,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
19-10-2013,19,October,2013,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
19-10-2015,19,October,2015,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,590,354,944
05-08-2013,5,August,2013,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
05-08-2015,5,August,2015,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
26-07-2014,26,July,2014,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
26-07-2016,26,July,2016,28,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
15-04-2014,15,April,2014,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
15-04-2016,15,April,2016,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
09-12-2013,9,December,2013,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
09-12-2015,9,December,2015,30,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
29-06-2014,29,June,2014,44,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
29-06-2016,29,June,2016,44,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
04-09-2013,4,September,2013,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
04-09-2015,4,September,2015,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
03-06-2014,3,June,2014,41,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
03-06-2016,3,June,2016,41,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
22-03-2014,22,March,2014,41,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
22-03-2016,22,March,2016,41,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
29-05-2014,29,May,2014,31,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
29-05-2016,29,May,2016,31,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
09-03-2014,9,March,2014,46,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
09-03-2016,9,March,2016,46,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
24-01-2014,24,January,2014,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
24-01-2016,24,January,2016,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
14-02-2014,14,February,2014,49,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
14-02-2016,14,February,2016,49,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
05-06-2014,5,June,2014,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,843,531,1374
05-06-2016,5,June,2016,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
26-06-2014,26,June,2014,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
26-06-2016,26,June,2016,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
12-04-2014,12,April,2014,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
12-04-2016,12,April,2016,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,295,177,472
27-04-2014,27,April,2014,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,466,413,879
27-04-2016,27,April,2016,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,400,354,754
29-12-2013,29,December,2013,44,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,357,295,652
29-12-2015,29,December,2015,44,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,286,236,522
18-06-2014,18,June,2014,56,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
18-06-2016,18,June,2016,56,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
13-12-2013,13,December,2013,58,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,666,590,1256
13-12-2015,13,December,2015,58,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,666,590,1256
13-01-2014,13,January,2014,46,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
13-01-2016,13,January,2016,46,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
23-01-2014,23,January,2014,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
23-01-2016,23,January,2016,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
22-06-2014,22,June,2014,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
22-06-2016,22,June,2016,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
24-08-2013,24,August,2013,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
24-08-2015,24,August,2015,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
21-03-2014,21,March,2014,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
21-03-2016,21,March,2016,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
14-03-2014,14,March,2014,59,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
14-03-2016,14,March,2016,59,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
